R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Matthew Riddle,Sean Pierson,Yves Lavigne,2010-12-11,"Montreal, Quebec, Canada",Blue,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,193.04,170,0,2,0,16.66666667,14.16666667,25.83333333,19.5,17.33333333,4.833333333,32.33333333,21,46.66666667,20.5,0,12.16666667,10.66666667,4.5,0.1666666667,75.5,45.33333333,0.5966666667,0.6666666667,7,3.666666667,0.57,177,137,3,1,9,5.5,13.66666667,8,24.33333333,9,11,5.833333333,33.83333333,12.83333333,0,6.166666667,4.5,0.6666666667,0.3333333333,49,22.83333333,0.4383333333,0.3333333333,2.333333333,0.1666666667,0.1666666667,78.83333333,51.66666667,17,798.6666667,0,0,0,3,1,0,0,5,Southpaw,185.42,187.96,170,34,24
Thiago Alves,John Howard,Yves Lavigne,2010-12-11,"Montreal, Quebec, Canada",Red,FALSE,Welterweight,3,1,0,0,3.8,3.6,3.4,2.2,15.8,6.8,9.2,6.4,19.4,7.6,0.2,5.2,4.2,1.6,0.4,28.4,15.4,0.58,0.8,3.8,3,0.674,68.4,51.4,4,1,10.8,8.6,6.6,5,24,7.6,16.6,9.2,33.6,11.4,0,2.8,1.8,2,1.2,47.2,21.8,0.414,1.2,4.8,2.4,0.574,86.2,54.2,13,711.4,0,0,2,0,2,0,0,4,Orthodox,170.18,180.34,170,2,0,0,4.384615385,3.307692308,8.692307692,5.384615385,53.53846154,17.84615385,11.46153846,5.538461538,56.53846154,15.92307692,0.6153846154,12.76923077,9.538461538,0.9230769231,0.1538461538,73.69230769,28.76923077,0.4784615385,0.3076923077,0.6153846154,0.4615384615,0.3076923077,91.53846154,44.30769231,7,4,6.615384615,4.538461538,6.769230769,4,45.07692308,12.61538462,9.230769231,6.538461538,49.53846154,14.53846154,0.1538461538,4.923076923,4.076923077,2.384615385,0.07692307692,61.07692308,23.15384615,0.4238461538,0.6153846154,5.538461538,2.307692308,0.37,84.61538462,45,30,606.0769231,1,0,0,2,6,0,1,9,Orthodox,175.26,177.8,170,27,27
TJ Grant,Ricardo Almeida,Philippe Chartier,2010-12-11,"Montreal, Quebec, Canada",Blue,FALSE,Welterweight,3,1,0,0,5.333333333,4.333333333,4.777777778,3.111111111,19.88888889,8.333333333,9.666666667,6.222222222,26.77777778,11.33333333,0,2.222222222,2,1.444444444,0,34.33333333,17.66666667,0.5588888889,1.222222222,6.444444444,2.777777778,0.4333333333,47.55555556,29.66666667,3,4,3.888888889,3.333333333,7.222222222,4.888888889,19.11111111,4.888888889,5.222222222,2.666666667,23.77777778,5.888888889,0.2222222222,3.888888889,3.222222222,0.1111111111,0,31.55555556,12.44444444,0.3522222222,0.8888888889,1,0.7777777778,0.2222222222,63.44444444,42.44444444,19,555.6666667,0,0,0,2,0,3,0,5,Orthodox,182.88,187.96,170,0,1,0,13.6,10.6,18.4,12.8,35.4,16,7,4.8,41,17.6,0.2,6.2,5.4,4.2,0.6,60.8,33.6,0.55,0.2,3.8,1.8,0.388,86.4,55.4,1,2,3.6,2.4,7.6,4.4,29.8,11.8,21.4,11.6,50,20.8,0.2,5.2,4.6,0.8,1,58.8,27.8,0.44,0.4,3,2.8,0.56,88.8,55.6,13,779.4,0,0,1,1,1,0,0,3,Orthodox,177.8,182.88,155,34,26
Johny Hendricks,Rick Story,Steve Mazzagatti,2010-12-04,"Las Vegas, Nevada, USA",Blue,FALSE,Welterweight,3,0,4,0,16.6,13.4,13.4,9.2,59,15.6,23.6,13.6,78,23.8,0.2,1.4,1.2,2.4,0.8,96,38.4,0.398,1.6,4.8,3,0.742,132.6,72.8,4,1,11.6,8,11.2,7.8,51,10.4,1.4,0.6,47.8,7.6,0,4.2,3.2,1,0.2,63.6,18.8,0.348,1.6,4,1.4,0.28,85.2,39.6,13,688.8,0,0,2,0,1,1,0,4,Southpaw,175.26,180.34,170,0,4,0,4.5,3.25,17.25,12.25,27.25,14,10.75,8,44.5,25,0.75,6.25,6,2.25,0,55.25,34.25,0.59,1,5.75,3.75,0.375,82.25,59.5,4,0,9.25,7.5,16.25,10.5,28.5,13,0,0,32,13,0,3.5,3,0.25,0,44.75,23.5,0.425,0,2.75,0.75,0.165,52.75,30.75,9,542.25,0,1,0,1,2,0,0,4,Southpaw,175.26,175.26,185,26,27
Karo Parisyan,Dennis Hallman,Dan Miragliotta,2010-11-20,"Auburn Hills, Michigan, USA",Blue,FALSE,Welterweight,3,0,1,0,3.666666667,2.5,5.166666667,2.333333333,14.33333333,3.5,7.5,4.833333333,20.5,6.166666667,0,2.833333333,2,1.5,0.3333333333,27,10.66666667,0.285,1.666666667,4.833333333,1.333333333,0.22,57.33333333,38,1,4,7,6,7.333333333,5.5,20.16666667,8.166666667,16,10.16666667,33,15.5,0.1666666667,3.5,2.333333333,0.3333333333,0.1666666667,43.5,23.83333333,0.6283333333,0.3333333333,0.6666666667,0.5,0.2766666667,82.16666667,58.66666667,16,745,1,0,0,1,0,1,0,2,Orthodox,175.26,182.88,155,2,0,0,2.25,1.916666667,11.41666667,5.916666667,39.33333333,13.08333333,24.08333333,12.08333333,69.91666667,26.83333333,0,2.666666667,2.333333333,3.083333333,0.1666666667,74.83333333,31.08333333,0.4083333333,0.8333333333,7.416666667,4.416666667,0.5575,108.1666667,60.66666667,4,4,9.25,7.75,11,6.833333333,41.33333333,11.66666667,12.5,8.166666667,50.16666667,14.66666667,0.1666666667,5.416666667,4.25,0.9166666667,0.75,64.83333333,26.66666667,0.3875,0.5833333333,3.5,1.416666667,0.365,98.91666667,58.83333333,31,745,0,0,1,5,1,1,0,8,Orthodox,177.8,182.88,170,34,28
Matt Brown,Brian Foster,Herb Dean,2010-11-20,"Auburn Hills, Michigan, USA",Blue,FALSE,Welterweight,3,0,1,0,2.25,1.5,2.25,0.75,23.5,5.5,14,7.75,36,11.5,0.25,1.5,1,1,0,39.75,14,0.35,0.25,1.75,0.75,0.375,51.25,24.75,1,2,2,1.25,1.75,1.25,18,3.5,3.75,2,21.25,5.25,0,0.25,0.25,1.25,0,23.5,6.75,0.25,0.75,1.75,1,0.27,32.5,15.25,6,260.5,0,0,0,0,2,0,0,2,Orthodox,175.26,180.34,170,2,0,0,11.71428571,9.428571429,10.71428571,8.285714286,24.42857143,12.28571429,11.28571429,7.285714286,30.71428571,15.71428571,0.5714285714,4,2.714285714,0.4285714286,0,46.42857143,27.85714286,0.6142857143,1.428571429,0.8571428571,0.4285714286,0.2857142857,67.57142857,46.71428571,3,3,3.857142857,2.714285714,8.142857143,4.857142857,22.42857143,7.285714286,4.285714286,3,28.71428571,10.71428571,0,2.285714286,1.714285714,1.857142857,0.2857142857,34.85714286,15.14285714,0.3971428571,1.285714286,7.285714286,2.285714286,0.2442857143,57.57142857,35.71428571,15,506.8571429,0,0,0,0,3,1,0,4,Orthodox,182.88,190.5,170,26,29
Matt Hughes,BJ Penn,Dan Miragliotta,2010-11-20,"Auburn Hills, Michigan, USA",Blue,FALSE,Welterweight,3,2,0,0,7.944444444,7,12.16666667,9.388888889,55.83333333,22.77777778,11.44444444,8.222222222,68.38888889,30.55555556,0.2777777778,3.111111111,2.833333333,2.222222222,0.05555555556,79.44444444,40.38888889,0.5833333333,0.6111111111,2,1.277777778,0.4061111111,121.7777778,81.16666667,3,7,9.666666667,6.666666667,8.388888889,5.277777778,63.22222222,19.27777778,9.833333333,6.611111111,63.05555556,18.22222222,0,8.722222222,6.277777778,1.055555556,0.3888888889,81.44444444,31.16666667,0.3755555556,0.1111111111,6.833333333,1.388888889,0.2861111111,120.7222222,68.38888889,55,861.6666667,11,0,0,1,5,4,1,11,Orthodox,175.26,177.8,155,0,3,0,5.391304348,5.043478261,2.565217391,2,16,5.913043478,20.82608696,14.43478261,31.60869565,15.13043478,0.1304347826,2.391304348,2.173913043,3.347826087,0.1739130435,39.39130435,22.34782609,0.5334782609,0.6956521739,4,2.043478261,0.5295652174,58.52173913,40.82608696,6,5,3.565217391,2.608695652,2.434782609,1.913043478,16.95652174,5.391304348,5.304347826,3.695652174,19.47826087,7.217391304,0.2608695652,1.652173913,1.173913043,1.217391304,0.3043478261,24.69565217,11,0.43,0.8695652174,0.6956521739,0.4782608696,0.2869565217,47.82608696,33.34782609,49,568.3478261,12,0,0,5,6,5,2,18,Switch,175.26,185.42,170,31,37
Amir Sadollah,Peter Sobotta,Leon Roberts,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Red,FALSE,Welterweight,3,2,0,0,7.5,4,8.5,4,38.5,12,1,0.5,33,6.5,0,7.5,6,0.5,0.5,48,16.5,0.36,1,6.5,1.5,0.22,66.5,32.5,0,2,10,6,11.5,7.5,69.5,29,10,5.5,58,18.5,0,23,17.5,2,1,91,42,0.46,0.5,2.5,0.5,0.1,133,81.5,6,900,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170,1,0,0,23,17,26.4,15.6,55.4,27.8,5.4,3.6,52.8,20.2,0,11.4,9.8,0.8,0,87.2,47,0.402,0.4,0.6,0.4,0.2,95.4,54.8,2,2,7.4,3.6,16.4,9,46.4,12.2,9.4,5,61,19.2,0.2,3.8,3.4,1.6,0,72.2,26.2,0.436,0,2.8,1.6,0.4,95,46.6,11,582.2,1,0,0,2,0,1,0,3,Orthodox,177.8,187.96,170,23,30
Duane Ludwig,Nick Osipczak,Marc Goddard,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Red,FALSE,Welterweight,3,2,0,0,10.75,7.75,18.25,12.25,27.25,8.5,14.25,8.5,42.5,17,0,6.5,4.5,1.25,0.5,59.75,29.25,0.505,1,1.5,0.75,0.375,88.25,56.5,2,2,12.5,10.5,11.75,8,23.25,7.5,27,18.75,43.25,19.25,0,6.25,4.5,3,0,62,34.25,0.5,0.5,7.75,2.5,0.2625,116.75,78.25,10,713.25,0,0,0,0,1,1,0,2,Orthodox,187.96,193.04,170,2,0,0,6.5,5.5,2.75,2.5,14.25,4,5.5,4,15.25,4.25,0.25,0.75,0.75,0,0,22.5,10.5,0.4825,0,0,0,0,33.75,19.5,2,2,2.5,1,0,0,12.25,4,10,3.5,16.5,4,0.25,3.25,2.5,1.75,0,22.25,7.5,0.16,0.25,2,1,0.25,31.75,15.75,6,276.5,0,0,0,1,1,0,0,2,Orthodox,177.8,177.8,170,25,32
Kris McCray,Carlos Eduardo Rocha,Marc Goddard,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Blue,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,170,1,0,0,11,7,16,9,50,10,0,0,53,11,0,2,1,0,0,66,19,0.28,0,0,0,0,96,49,0,1,6,4,13,6,37,9,9,7,51,16,0,2,2,5,0,59,22,0.37,1,7,5,0.71,84,47,2,521,1,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,29,29
Pascal Krauss,Mark Scanlon,Leon Roberts,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,182.88,170,,23
Diego Sanchez,Paulo Thiago,Jason Herzog,2010-10-23,"Anaheim, California, USA",Red,FALSE,Welterweight,3,1,0,0,3.4,2.8,3.8,2.4,24.2,7.6,7.4,3.6,29.4,8.2,0.8,2.6,2.6,1.8,0.4,35.4,13.6,0.372,1.4,3,0.6,0.122,44.2,20.2,2,2,2.4,1.4,5,2.8,33.6,7,5.6,4.2,34.8,9.6,0,7,3,2,0.2,44.2,14,0.328,1,2.4,1.4,0.516,90.4,57,12,664.6,0,0,0,1,1,1,0,3,Orthodox,180.34,185.42,170,2,0,0,7.642857143,5.928571429,5.571428571,3.785714286,58.57142857,16.78571429,21.57142857,12.28571429,77.07142857,26,0.3571428571,1,0.9285714286,1.642857143,0.2142857143,85.71428571,32.85714286,0.4185714286,0.9285714286,7,1.357142857,0.3285714286,99.5,44.71428571,6,4,3.714285714,2.714285714,8.785714286,5.285714286,52.21428571,17.21428571,9.142857143,4.714285714,63.71428571,22.14285714,0.07142857143,2.714285714,2.357142857,0.2142857143,0.1428571429,70.14285714,27.21428571,0.4535714286,0.2857142857,2.5,1.285714286,0.2792857143,104.3571429,58,37,741.2142857,2,0,1,4,5,0,0,10,Southpaw,177.8,182.88,170,29,28
Jake Shields,Martin Kampmann,John McCarthy,2010-10-23,"Anaheim, California, USA",Red,FALSE,Welterweight,3,0,2,0,5.1,4,7,4.7,34.7,13.3,9.8,6.9,44.3,19.3,0.3,2.1,1.6,1.7,0.2,51.5,24.9,0.447,1.6,1.4,0.9,0.433,64.9,37.2,4,2,3.7,2.9,8.4,4.6,38.6,11.7,3,2,44.5,13.8,0.3,1.8,1.6,0.7,0.1,50,18.3,0.369,0.5,2.7,0.6,0.144,56.7,24.5,17,425.4,0,0,1,2,1,4,0,8,Orthodox,182.88,182.88,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170,28,31
Mike Guymon,Daniel Roberts,Jason Herzog,2010-10-23,"Anaheim, California, USA",Blue,FALSE,Welterweight,3,0,1,0,1,0.5,0.5,0.5,21.5,1.5,8.5,4,29.5,5.5,0,0,0,3.5,0.5,30.5,6,0.26,1.5,5,3.5,0.83,63,33,1,1,3.5,1.5,4.5,1.5,31.5,9.5,2.5,2.5,28,5,0,7,7,0.5,0,38.5,13.5,0.525,0,1,1,1,54,27.5,4,510.5,0,0,1,0,0,0,0,1,Southpaw,177.8,187.96,170,0,1,0,8,7.5,6.5,6.5,22,6,20,20,38,22.5,0,2.5,2.5,5,0.5,48.5,32.5,0.535,1,3,1.5,0.5,87.5,71.5,1,1,2.5,1,1,1,17.5,4,2.5,2.5,18.5,6.5,0,0,0,2,0.5,21,7.5,0.36,2,4.5,1.5,0.41,31,17.5,4,583.5,0,0,0,1,0,0,0,1,Orthodox,182.88,187.96,170,30,36
Dan Hardy,Carlos Condit,Dan Miragliotta,2010-10-16,"London, England, United Kingdom",Blue,FALSE,Welterweight,3,0,2,0,14.33333333,9.333333333,18.33333333,7,61.66666667,19,28.66666667,18.66666667,85,28,0,9.333333333,7.333333333,5.333333333,1,108.6666667,44.66666667,0.4,1.666666667,2.666666667,1.333333333,0.4166666667,202.3333333,129.3333333,2,1,7,4.333333333,10.33333333,6.333333333,37,13,16,8.333333333,54.66666667,21.66666667,0.6666666667,1.666666667,1.666666667,1.333333333,2,63.33333333,27.66666667,0.4333333333,3,5.666666667,3.666666667,0.7066666667,88.66666667,49,9,897.6666667,0,0,1,0,1,0,0,2,Orthodox,187.96,190.5,170,1,0,0,12,8.2,15.6,10,59,17,5,2.8,54.4,13,0.4,13.2,8.6,0,0,79.6,29.8,0.358,0,1,0.4,0.25,109.6,57.6,4,1,13.4,10,10.2,5.6,42.4,18.2,13.8,11,43.8,18.6,0,9.2,6.2,5.8,0.2,66.4,34.8,0.476,2,4.8,3.2,0.416,118,82.6,15,853.8,1,0,2,1,1,0,0,4,Orthodox,182.88,187.96,170,26,28
James Wilks,Claude Patrick,Dan Miragliotta,2010-10-16,"London, England, United Kingdom",Blue,FALSE,Welterweight,3,0,1,0,1,1,5,3,1,0,12,10,16,11,0,1,1,3,0,18,13,0.72,2,2,1,0.5,30,24,1,0,1,1,2,2,2,2,1,1,1,1,0,3,3,0,0,5,5,1,0,2,0,0,20,17,2,408,0,0,0,0,0,1,0,1,Orthodox,180.34,190.5,170,0,1,0,5.666666667,4.666666667,13.33333333,8.666666667,35,12.66666667,5.666666667,3.333333333,42,15,0,6.333333333,5,1.333333333,1.333333333,54,24.66666667,0.4666666667,4,5.666666667,1.333333333,0.4333333333,91.33333333,58,1,1,7,4.333333333,11.33333333,5.666666667,28.33333333,10,11.33333333,8.666666667,42,18.33333333,0.3333333333,2,1.666666667,1,0.3333333333,51,24.33333333,0.49,1.666666667,2.333333333,0.3333333333,0.05333333333,75,46.33333333,7,647,1,0,0,1,0,1,0,2,Orthodox,185.42,190.5,170,30,32
John Hathaway,Mike Pyle,Leon Roberts,2010-10-16,"London, England, United Kingdom",Blue,FALSE,Welterweight,3,0,1,0,2,1.25,2.25,1.25,36.25,12,5.25,3.5,36.25,11.5,0.25,5.5,4,0.75,0.25,43.75,16.75,0.39,1.5,3,0.5,0.0825,81.25,50.75,1,2,11.75,5.25,6.5,3.25,39,11.25,10.5,4.25,38.5,9.5,0.25,5.75,4,1,0,56,18.75,0.355,0.5,1.5,1.25,0.875,67.25,28.75,9,531.75,0,0,0,0,0,2,0,2,Orthodox,182.88,187.96,170,0,4,0,14.75,10.5,9,5.75,50.25,19.25,51.5,28.25,88.75,36.25,0.25,7.25,6.5,2.25,0.25,110.75,53.25,0.47,0.75,6.25,3.5,0.485,191.25,124.25,4,0,4.5,3,3,1.75,38,9.5,3.25,1.25,37.75,8,0,2,1.5,0.25,0.75,44.25,12.5,0.2075,1.5,3,1.25,0.28,56.75,24.5,10,744,0,0,0,3,1,0,0,4,Orthodox,185.42,190.5,170,35,23
Matt Serra,Chris Lytle,Herb Dean,2010-09-25,"Indianapolis, Indiana, USA",Blue,FALSE,Welterweight,3,0,3,0,13.05882353,10,12.35294118,8.705882353,57.17647059,20,2.411764706,1.529411765,54,16.29411765,0.1176470588,4.882352941,3.941176471,0.7647058824,0.3529411765,71.94117647,30.23529412,0.4382352941,1.470588235,1.058823529,0.5294117647,0.3129411765,112.1764706,68.88235294,3,9,8.823529412,6.352941176,9.941176471,6.470588235,40.23529412,15,11,6.176470588,46.11764706,16.05882353,0.2352941176,6.235294118,5.235294118,1.529411765,0.2352941176,61.17647059,27.64705882,0.4529411765,0.4117647059,2.823529412,1.294117647,0.4847058824,87.47058824,52.82352941,39,606.0588235,1,0,0,2,1,5,0,8,Orthodox,180.34,172.72,170,0,1,0,6.769230769,4.923076923,6.230769231,4.461538462,24.30769231,5.769230769,10.92307692,5.846153846,31.23076923,8.230769231,0.3846153846,3.461538462,2.923076923,3.230769231,0.3846153846,41.46153846,16.07692308,0.3692307692,0.7692307692,8.384615385,1.769230769,0.2938461538,68.53846154,40.84615385,2,6,8.692307692,8.076923077,8.230769231,6.769230769,20.69230769,8.076923077,12.07692308,7.538461538,29.38461538,11.76923077,0.1538461538,2.923076923,2.538461538,1.769230769,0.4615384615,41,22.38461538,0.4930769231,0.3846153846,2.384615385,1.461538462,0.3353846154,84.15384615,63.76923077,32,707.8461538,3,1,1,2,2,1,0,7,Orthodox,167.64,172.72,170,36,36
TJ Grant,Julio Paulino,Jeff Malott,2010-09-25,"Indianapolis, Indiana, USA",Red,FALSE,Welterweight,3,1,0,0,7,5,6,3,56,14,0,0,51,11,0,4,1,0,0,62,17,0.27,0,0,0,0,76,31,0,1,5,3,5,2,38,15,33,22,62,29,0,9,7,6,0,76,39,0.51,0,10,6,0.6,131,90,3,900,0,0,0,0,0,0,0,0,Orthodox,182.88,,170,1,0,0,14.25,11.75,19.25,14.5,43,19.5,5.5,3.75,46.25,19.75,0.25,7.25,6.25,2.5,0.25,67.75,37.75,0.56,0,3.25,1.25,0.32,93.25,60.25,1,2,1.75,1.5,7,4.5,31,13.75,25,13.5,55.5,24.75,0.25,5.75,5.5,1,1,63,31.75,0.48,0.25,3.75,3.5,0.7,93.25,59.75,10,749.25,0,0,1,0,1,0,0,2,Orthodox,177.8,182.88,155,34,26
Brian Foster,Forrest Petz,Herb Dean,2010-09-15,"Austin, Texas, USA",Red,FALSE,Welterweight,3,2,0,0,19,12.16666667,12,7.5,85.66666667,20.33333333,4.833333333,2.666666667,79.83333333,15,0.8333333333,3.666666667,3.333333333,0.6666666667,0.3333333333,102.5,30.5,0.32,0,1.166666667,1.166666667,0.3333333333,132.3333333,57.83333333,1,4,6,4.333333333,10,5.666666667,46.5,15.33333333,8.666666667,5.833333333,51.5,15.33333333,0.1666666667,7.666666667,7.166666667,2.666666667,0,65.16666667,26.83333333,0.3983333333,1.166666667,7,2.333333333,0.2166666667,105.5,63.33333333,16,799.6666667,0,0,0,2,0,0,0,2,Orthodox,175.26,180.34,170,1,0,0,2.666666667,1.666666667,3,1,28.66666667,5.333333333,12.33333333,6.666666667,39.66666667,10.33333333,0,1.666666667,1,1.333333333,0,44,13,0.26,0.3333333333,2.333333333,1,0.5,57.66666667,26.33333333,1,2,2.333333333,1.666666667,2.333333333,1.666666667,21.66666667,4.333333333,5,2.666666667,26.33333333,6.666666667,0,0.3333333333,0.3333333333,1.666666667,0,29,8.666666667,0.2866666667,1,2.333333333,1.333333333,0.36,41,20,5,325,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,170,34,26
TJ Waldburger,David Mitchell,Jon Schorle,2010-09-15,"Austin, Texas, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,30,22
Mike Pierce,Amilcar Alves,Josh Rosenthal,2010-08-28,"Boston, Massachusetts, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,,170,0,1,0,12.33333333,8.333333333,22.33333333,13,61,14,18,13,77.33333333,21.33333333,0,11.66666667,10.33333333,2.333333333,0,101.3333333,40,0.44,0,7.666666667,4.333333333,0.5466666667,167.6666667,102,1,1,10,7,17.33333333,7,67.66666667,20,1,0.6666666667,71.33333333,18.33333333,0,4.666666667,2.333333333,0.3333333333,0,86,27.66666667,0.31,0.3333333333,3.333333333,1.333333333,0.1333333333,120,59,9,900,0,0,0,2,0,0,0,2,Orthodox,172.72,177.8,170,22,29
Nate Diaz,Marcus Davis,Yves Lavigne,2010-08-28,"Boston, Massachusetts, USA",Red,FALSE,Welterweight,3,0,1,0,6.538461538,4.538461538,6.461538462,4.692307692,36,13.84615385,5,3.538461538,36.84615385,14.07692308,0.3846153846,4.076923077,3.461538462,1.153846154,0,47.46153846,22.07692308,0.5084615385,0.9230769231,1.846153846,0.8461538462,0.2892307692,72.46153846,45.61538462,6,4,6.307692308,4.307692308,8.615384615,4.769230769,34,10.23076923,9,4,38.84615385,9.230769231,0.1538461538,6.461538462,5.461538462,0.9230769231,0.2307692308,51.61538462,19,0.3830769231,0.2307692308,1.076923077,0.8461538462,0.3692307692,66.23076923,32.15384615,25,482,0,0,1,1,3,4,0,9,Southpaw,177.8,177.8,170,0,1,0,6.4,3.7,8.3,5.9,52.2,14.4,5.6,3.8,55.1,16.4,0.2,4.6,4,1,0.2,66.1,24.1,0.424,1.3,3.3,1.2,0.428,98.2,53.4,5,3,4.7,3.2,10.7,6,26.5,7.3,11.7,6.9,37.8,11,0.1,6.4,6,1.4,0.4,48.9,20.2,0.42,0.9,4.5,2.4,0.418,61.1,31.7,21,547.5,1,0,1,0,1,5,0,7,Southpaw,182.88,193.04,170,37,25
